languagecode,year_month,milestone,peak,count
ff,2016-05,1,not,1
ff,2016-07,1,not,2
ff,2016-08,1,not,4
ff,2016-09,1,not,1
ff,2016-11,1,not,1
ff,2016-12,1,not,2
ff,2017-01,1,not,1
ff,2017-02,5,not,6
ff,2017-03,1,not,2
ff,2017-05,1,not,3
ff,2017-06,1,not,3
ff,2017-07,1,not,3
ff,2017-08,1,not,1
ff,2017-09,1,not,1
ff,2017-10,1,not,2
ff,2017-12,1,not,4
ff,2018-01,1,not,2
ff,2018-02,1,not,3
ff,2018-04,1,not,2
ff,2018-05,1,not,1
ff,2018-06,1,not,1
ff,2018-07,1,not,2
ff,2018-08,1,not,1
ff,2018-10,1,not,2
ff,2019-01,1,not,4
ff,2019-03,1,not,2
ff,2019-05,1,not,4
ff,2019-06,1,not,1
ff,2019-07,5,not,7
ff,2019-08,1,not,2
ff,2019-09,1,not,2
ff,2019-10,1,not,3
ff,2019-11,1,not,4
ff,2019-12,1,not,3
ff,2020-01,1,not,4
ff,2020-02,1,not,2
ff,2020-03,1,not,3
ff,2020-04,1,not,2
ff,2020-05,1,not,1
ff,2020-06,1,not,2
ff,2020-08,1,not,3
ff,2020-09,1,not,2
ff,2020-11,1,not,1
ff,2021-01,1,not,2
ff,2021-02,1,not,2
ff,2021-03,1,not,1
ff,2021-04,1,not,4
ff,2021-05,1,not,3
ff,2021-07,1,not,2
ff,2021-08,1,not,2
fi,2007-04,1000,highest_peak,1409
fi,2003-02,1,not,3
fi,2003-03,5,not,6
fi,2003-04,1,not,4
fi,2003-05,5,not,5
fi,2003-06,5,not,6
fi,2003-07,5,not,9
fi,2003-08,5,not,5
fi,2003-09,1,not,4
fi,2003-10,5,not,7
fi,2003-11,10,not,14
fi,2003-12,10,not,18
fi,2004-01,10,not,22
fi,2004-02,10,not,28
fi,2004-03,10,not,37
fi,2004-04,10,not,40
fi,2004-05,50,not,50
fi,2004-06,50,not,53
fi,2004-07,50,not,89
fi,2004-08,50,not,81
fi,2004-09,50,not,98
fi,2004-10,100,not,119
fi,2004-11,100,not,129
fi,2004-12,100,not,138
fi,2005-01,100,not,129
fi,2005-02,100,not,136
fi,2005-03,100,not,154
fi,2005-04,100,not,252
fi,2005-05,100,not,251
fi,2005-06,100,not,229
fi,2005-07,100,not,258
fi,2005-08,100,not,303
fi,2005-09,100,not,302
fi,2005-10,100,not,350
fi,2005-11,100,not,356
fi,2005-12,500,not,506
fi,2006-01,500,not,573
fi,2006-02,500,not,641
fi,2006-03,500,not,792
fi,2006-04,500,not,779
fi,2006-05,500,not,926
fi,2006-06,500,not,909
fi,2006-07,500,not,932
fi,2006-08,500,not,977
fi,2006-09,500,not,961
fi,2006-10,1000,not,1178
fi,2006-11,1000,not,1257
fi,2006-12,1000,not,1213
fi,2007-01,1000,not,1321
fi,2007-02,1000,not,1313
fi,2007-03,1000,not,1310
fi,2007-05,1000,not,1355
fi,2007-06,1000,not,1143
fi,2007-07,1000,not,1132
fi,2007-08,1000,not,1115
fi,2007-09,1000,not,1162
fi,2007-10,1000,not,1103
fi,2007-11,1000,not,1038
fi,2007-12,1000,not,1131
fi,2008-01,1000,not,1223
fi,2008-02,1000,not,1157
fi,2008-03,1000,not,1207
fi,2008-04,1000,not,1157
fi,2008-05,1000,not,1045
fi,2008-06,1000,not,1039
fi,2008-07,500,not,985
fi,2008-08,1000,not,1039
fi,2008-09,500,not,995
fi,2008-10,1000,not,1089
fi,2008-11,1000,not,1041
fi,2008-12,500,not,968
fi,2009-01,1000,not,1052
fi,2009-02,500,not,944
fi,2009-03,1000,not,1085
fi,2009-04,1000,not,1089
fi,2009-05,1000,not,1017
fi,2009-06,500,not,981
fi,2009-07,500,not,966
fi,2009-08,500,not,930
fi,2009-09,500,not,920
fi,2009-10,500,not,959
fi,2009-11,500,not,962
fi,2009-12,500,not,905
fi,2010-01,500,not,977
fi,2010-02,500,not,904
fi,2010-03,500,not,985
fi,2010-04,500,not,910
fi,2010-05,500,not,905
fi,2010-06,500,not,858
fi,2010-07,500,not,781
fi,2010-08,500,not,795
fi,2010-09,500,not,828
fi,2010-10,500,not,862
fi,2010-11,500,not,808
fi,2010-12,500,not,773
fi,2011-01,500,not,842
fi,2011-02,500,not,795
fi,2011-03,500,not,846
fi,2011-04,500,not,775
fi,2011-05,500,not,805
fi,2011-06,500,not,712
fi,2011-07,500,not,716
fi,2011-08,500,not,784
fi,2011-09,500,not,758
fi,2011-10,500,not,789
fi,2011-11,500,not,736
fi,2011-12,500,not,718
fi,2012-01,500,not,809
fi,2012-02,500,not,792
fi,2012-03,500,not,791
fi,2012-04,500,not,745
fi,2012-05,500,not,768
fi,2012-06,500,not,717
fi,2012-07,500,not,671
fi,2012-08,500,not,730
fi,2012-09,500,not,684
fi,2012-10,500,not,690
fi,2012-11,500,not,751
fi,2012-12,500,not,642
fi,2013-01,500,not,758
fi,2013-02,500,not,705
fi,2013-03,500,not,747
fi,2013-04,500,not,743
fi,2013-05,500,not,642
fi,2013-06,500,not,620
fi,2013-07,500,not,615
fi,2013-08,500,not,623
fi,2013-09,500,not,640
fi,2013-10,500,not,654
fi,2013-11,500,not,619
fi,2013-12,500,not,670
fi,2014-01,500,not,744
fi,2014-02,500,not,702
fi,2014-03,500,not,706
fi,2014-04,500,not,677
fi,2014-05,500,not,659
fi,2014-06,500,not,610
fi,2014-07,500,not,587
fi,2014-08,500,not,599
fi,2014-09,500,not,605
fi,2014-10,500,not,635
fi,2014-11,500,not,637
fi,2014-12,500,not,617
fi,2015-01,500,not,748
fi,2015-02,500,not,629
fi,2015-03,500,not,679
fi,2015-04,500,not,615
fi,2015-05,500,not,612
fi,2015-06,500,not,573
fi,2015-07,500,not,596
fi,2015-08,500,not,552
fi,2015-09,500,not,586
fi,2015-10,500,not,584
fi,2015-11,500,not,561
fi,2015-12,500,not,555
fi,2016-01,500,not,649
fi,2016-02,500,not,611
fi,2016-03,500,not,668
fi,2016-04,500,not,602
fi,2016-05,500,not,625
fi,2016-06,500,not,563
fi,2016-07,500,not,515
fi,2016-08,500,not,561
fi,2016-09,500,not,583
fi,2016-10,500,not,599
fi,2016-11,500,not,565
fi,2016-12,500,not,553
fi,2017-01,500,not,617
fi,2017-02,500,not,626
fi,2017-03,500,not,680
fi,2017-04,500,not,594
fi,2017-05,500,not,600
fi,2017-06,500,not,537
fi,2017-07,500,not,512
fi,2017-08,500,not,572
fi,2017-09,500,not,587
fi,2017-10,500,not,599
fi,2017-11,500,not,611
fi,2017-12,500,not,589
fi,2018-01,500,not,606
fi,2018-02,500,not,599
fi,2018-03,500,not,654
fi,2018-04,500,not,621
fi,2018-05,500,not,638
fi,2018-06,500,not,528
fi,2018-07,500,not,576
fi,2018-08,500,not,593
fi,2018-09,500,not,602
fi,2018-10,500,not,634
fi,2018-11,500,not,661
fi,2018-12,500,not,617
fi,2019-01,500,not,708
fi,2019-02,500,not,656
fi,2019-03,500,not,731
fi,2019-04,500,not,728
fi,2019-05,500,not,703
fi,2019-06,500,not,653
fi,2019-07,500,not,588
fi,2019-08,500,not,595
fi,2019-09,500,not,607
fi,2019-10,500,not,683
fi,2019-11,500,not,641
fi,2019-12,500,not,641
fi,2020-01,500,not,706
fi,2020-02,500,not,626
fi,2020-03,500,not,672
fi,2020-04,500,not,682
fi,2020-05,500,not,711
fi,2020-06,500,not,610
fi,2020-07,500,not,608
fi,2020-08,500,not,591
fi,2020-09,500,not,674
fi,2020-10,500,not,653
fi,2020-11,500,not,626
fi,2020-12,500,not,656
fi,2021-01,500,not,750
fi,2021-02,500,not,662
fi,2021-03,500,not,747
fi,2021-04,500,not,784
fi,2021-05,500,not,730
fi,2021-06,500,not,662
fi,2021-07,500,not,619
fi,2021-08,500,not,631
fi,2021-09,50,not,69
fiu_vro,2013-05,10,highest_peak,16
fiu_vro,2005-06,1,not,3
fiu_vro,2005-07,1,not,1
fiu_vro,2005-08,1,not,2
fiu_vro,2005-09,1,not,2
fiu_vro,2005-10,5,not,5
fiu_vro,2005-11,1,not,3
fiu_vro,2005-12,1,not,1
fiu_vro,2006-01,5,not,7
fiu_vro,2006-02,5,not,5
fiu_vro,2006-03,1,not,2
fiu_vro,2006-04,1,not,3
fiu_vro,2006-05,1,not,2
fiu_vro,2006-06,5,not,6
fiu_vro,2006-07,1,not,2
fiu_vro,2006-08,1,not,4
fiu_vro,2006-09,1,not,4
fiu_vro,2006-10,1,not,2
fiu_vro,2006-11,1,not,4
fiu_vro,2006-12,5,not,5
fiu_vro,2007-01,5,not,6
fiu_vro,2007-02,5,not,5
fiu_vro,2007-03,1,not,2
fiu_vro,2007-04,5,not,7
fiu_vro,2007-05,1,not,3
fiu_vro,2007-06,5,not,5
fiu_vro,2007-07,1,not,4
fiu_vro,2007-08,5,not,5
fiu_vro,2007-09,1,not,4
fiu_vro,2007-10,5,not,6
fiu_vro,2007-11,1,not,4
fiu_vro,2007-12,5,not,5
fiu_vro,2008-01,1,not,4
fiu_vro,2008-02,1,not,3
fiu_vro,2008-03,5,not,5
fiu_vro,2008-04,1,not,3
fiu_vro,2008-05,1,not,3
fiu_vro,2008-06,1,not,2
fiu_vro,2008-07,1,not,4
fiu_vro,2008-08,5,not,6
fiu_vro,2008-09,1,not,3
fiu_vro,2008-10,1,not,4
fiu_vro,2008-11,5,not,5
fiu_vro,2008-12,1,not,4
fiu_vro,2009-01,1,not,4
fiu_vro,2009-02,5,not,5
fiu_vro,2009-03,10,not,11
fiu_vro,2009-04,5,not,5
fiu_vro,2009-05,1,not,4
fiu_vro,2009-06,1,not,3
fiu_vro,2009-07,1,not,4
fiu_vro,2009-08,1,not,2
fiu_vro,2009-09,5,not,6
fiu_vro,2009-10,5,not,5
fiu_vro,2009-11,5,not,7
fiu_vro,2009-12,1,not,4
fiu_vro,2010-01,1,not,4
fiu_vro,2010-02,1,not,4
fiu_vro,2010-03,5,not,5
fiu_vro,2010-04,5,not,7
fiu_vro,2010-05,5,not,8
fiu_vro,2010-06,10,not,10
fiu_vro,2010-07,1,not,3
fiu_vro,2010-08,5,not,9
fiu_vro,2010-09,5,not,5
fiu_vro,2010-10,1,not,4
fiu_vro,2010-11,1,not,4
fiu_vro,2010-12,5,not,7
fiu_vro,2011-01,5,not,6
fiu_vro,2011-02,5,not,6
fiu_vro,2011-03,5,not,7
fiu_vro,2011-04,5,not,8
fiu_vro,2011-05,1,not,4
fiu_vro,2011-06,5,not,5
fiu_vro,2011-07,1,not,3
fiu_vro,2011-08,5,not,5
fiu_vro,2011-09,5,not,5
fiu_vro,2011-10,5,not,5
fiu_vro,2011-11,5,not,6
fiu_vro,2011-12,1,not,3
fiu_vro,2012-01,1,not,4
fiu_vro,2012-02,5,not,6
fiu_vro,2012-03,5,not,6
fiu_vro,2012-04,5,not,5
fiu_vro,2012-05,10,not,10
fiu_vro,2012-06,5,not,6
fiu_vro,2012-07,1,not,4
fiu_vro,2012-08,5,not,8
fiu_vro,2012-09,5,not,7
fiu_vro,2012-10,1,not,4
fiu_vro,2012-11,1,not,3
fiu_vro,2012-12,1,not,3
fiu_vro,2013-01,1,not,3
fiu_vro,2013-02,1,not,4
fiu_vro,2013-03,5,not,6
fiu_vro,2013-04,1,not,4
fiu_vro,2013-06,5,not,6
fiu_vro,2013-07,1,not,4
fiu_vro,2013-08,1,not,3
fiu_vro,2013-09,1,not,3
fiu_vro,2013-10,1,not,4
fiu_vro,2013-11,5,not,5
fiu_vro,2013-12,1,not,3
fiu_vro,2014-01,1,not,4
fiu_vro,2014-02,5,not,5
fiu_vro,2014-03,1,not,4
fiu_vro,2014-04,1,not,4
fiu_vro,2014-05,10,not,10
fiu_vro,2014-06,1,not,2
fiu_vro,2014-07,1,not,1
fiu_vro,2014-08,5,not,7
fiu_vro,2014-09,1,not,4
fiu_vro,2014-10,1,not,3
fiu_vro,2014-11,5,not,5
fiu_vro,2014-12,1,not,2
fiu_vro,2015-01,5,not,8
fiu_vro,2015-02,1,not,3
fiu_vro,2015-03,1,not,1
fiu_vro,2015-04,5,not,6
fiu_vro,2015-05,1,not,4
fiu_vro,2015-06,1,not,2
fiu_vro,2015-07,1,not,3
fiu_vro,2015-08,1,not,1
fiu_vro,2015-09,1,not,2
fiu_vro,2015-10,1,not,3
fiu_vro,2015-11,5,not,6
fiu_vro,2015-12,5,not,5
fiu_vro,2016-01,1,not,2
fiu_vro,2016-02,1,not,2
fiu_vro,2016-03,1,not,1
fiu_vro,2016-04,5,not,6
fiu_vro,2016-05,1,not,3
fiu_vro,2016-06,1,not,4
fiu_vro,2016-07,1,not,4
fiu_vro,2016-08,1,not,3
fiu_vro,2016-09,1,not,4
fiu_vro,2016-10,1,not,4
fiu_vro,2016-11,1,not,4
fiu_vro,2016-12,1,not,3
fiu_vro,2017-01,1,not,3
fiu_vro,2017-02,5,not,6
fiu_vro,2017-03,1,not,1
fiu_vro,2017-04,1,not,3
fiu_vro,2017-05,1,not,1
fiu_vro,2017-06,1,not,4
fiu_vro,2017-07,1,not,4
fiu_vro,2017-08,1,not,4
fiu_vro,2017-09,1,not,2
fiu_vro,2017-10,1,not,2
fiu_vro,2017-11,1,not,4
fiu_vro,2017-12,5,not,5
fiu_vro,2018-01,1,not,2
fiu_vro,2018-02,1,not,3
fiu_vro,2018-03,1,not,3
fiu_vro,2018-04,1,not,4
fiu_vro,2018-05,1,not,4
fiu_vro,2018-06,1,not,3
fiu_vro,2018-07,1,not,3
fiu_vro,2018-08,1,not,3
fiu_vro,2018-09,1,not,2
fiu_vro,2018-10,5,not,6
fiu_vro,2018-11,1,not,4
fiu_vro,2019-01,1,not,2
fiu_vro,2019-02,1,not,2
fiu_vro,2019-03,1,not,4
fiu_vro,2019-04,5,not,7
fiu_vro,2019-05,10,not,10
fiu_vro,2019-06,1,not,2
fiu_vro,2019-07,5,not,6
fiu_vro,2019-09,1,not,3
fiu_vro,2019-10,5,not,5
fiu_vro,2019-11,5,not,6
fiu_vro,2019-12,1,not,4
fiu_vro,2020-01,5,not,5
fiu_vro,2020-02,1,not,3
fiu_vro,2020-03,1,not,1
fiu_vro,2020-04,1,not,4
fiu_vro,2020-05,5,not,5
fiu_vro,2020-06,5,not,8
fiu_vro,2020-07,1,not,4
fiu_vro,2020-08,1,not,2
fiu_vro,2020-09,1,not,2
fiu_vro,2020-10,1,not,3
fiu_vro,2020-11,5,not,8
fiu_vro,2020-12,5,not,5
fiu_vro,2021-01,1,not,4
fiu_vro,2021-02,5,not,8
fiu_vro,2021-03,5,not,7
fiu_vro,2021-04,5,not,6
fiu_vro,2021-05,5,not,9
fiu_vro,2021-06,1,not,4
fiu_vro,2021-07,5,not,6
fiu_vro,2021-08,5,not,5
fiu_vro,2021-09,1,not,2
fj,2010-08,10,highest_peak,12
fj,2005-08,1,not,1
fj,2005-10,1,not,1
fj,2005-11,1,not,2
fj,2005-12,1,not,2
fj,2006-01,1,not,3
fj,2006-03,1,not,1
fj,2006-04,1,not,3
fj,2006-10,1,not,1
fj,2006-11,1,not,1
fj,2007-01,1,not,1
fj,2007-02,1,not,2
fj,2007-03,1,not,4
fj,2007-04,1,not,3
fj,2007-05,1,not,1
fj,2007-07,1,not,2
fj,2007-08,5,not,6
fj,2007-09,1,not,2
fj,2007-10,1,not,3
fj,2007-12,1,not,1
fj,2008-01,1,not,3
fj,2008-02,1,not,1
fj,2008-07,1,not,2
fj,2008-08,1,not,1
fj,2008-09,1,not,1
fj,2008-10,1,not,3
fj,2008-11,1,not,3
fj,2008-12,1,not,4
fj,2009-01,1,not,3
fj,2009-02,1,not,2
fj,2009-03,1,not,4
fj,2009-04,1,not,2
fj,2009-05,1,not,1
fj,2009-06,1,not,1
fj,2009-07,1,not,2
fj,2009-08,5,not,5
fj,2009-09,1,not,2
fj,2009-10,1,not,1
fj,2009-11,1,not,2
fj,2009-12,1,not,2
fj,2010-01,5,not,8
fj,2010-02,1,not,1
fj,2010-03,5,not,6
fj,2010-04,1,not,4
fj,2010-05,1,not,3
fj,2010-06,5,not,6
fj,2010-07,5,not,9
fj,2010-09,5,not,5
fj,2010-10,1,not,3
fj,2010-11,1,not,3
fj,2011-01,5,not,6
fj,2011-02,1,not,4
fj,2011-03,5,not,6
fj,2011-04,1,not,3
fj,2011-05,1,not,2
fj,2011-06,1,not,4
fj,2011-07,1,not,3
fj,2011-08,1,not,3
fj,2011-09,1,not,2
fj,2011-10,1,not,3
fj,2011-11,5,not,6
fj,2011-12,1,not,1
fj,2012-01,1,not,4
fj,2012-02,1,not,4
fj,2012-03,1,not,2
fj,2012-04,1,not,1
fj,2012-05,1,not,4
fj,2012-06,1,not,4
fj,2012-07,1,not,4
fj,2012-08,1,not,2
fj,2012-09,1,not,2
fj,2012-10,1,not,3
fj,2012-11,1,not,2
fj,2012-12,1,not,4
fj,2013-01,1,not,2
fj,2013-02,1,not,1
fj,2013-03,5,not,8
fj,2013-04,1,not,3
fj,2013-05,5,not,8
fj,2013-07,5,not,6
fj,2013-08,1,not,4
fj,2013-09,1,not,3
fj,2013-10,1,not,2
fj,2013-12,1,not,1
fj,2014-01,1,not,3
fj,2014-02,1,not,4
fj,2014-03,1,not,1
fj,2014-04,1,not,1
fj,2014-05,1,not,2
fj,2014-08,1,not,2
fj,2014-09,1,not,4
fj,2014-10,1,not,2
fj,2014-11,1,not,4
fj,2015-01,1,not,2
fj,2015-02,1,not,3
fj,2015-03,1,not,2
fj,2015-04,5,not,5
fj,2015-05,1,not,3
fj,2015-06,1,not,1
fj,2015-07,1,not,4
fj,2015-08,1,not,1
fj,2015-09,1,not,1
fj,2015-11,1,not,4
fj,2015-12,1,not,3
fj,2016-02,1,not,1
fj,2016-04,1,not,4
fj,2016-05,1,not,1
fj,2016-06,1,not,1
fj,2016-07,1,not,2
fj,2016-08,1,not,4
fj,2016-09,1,not,2
fj,2016-12,1,not,2
fj,2017-02,5,not,5
fj,2017-03,1,not,1
fj,2017-04,1,not,2
fj,2017-05,1,not,4
fj,2017-06,5,not,6
fj,2017-07,1,not,3
fj,2017-08,1,not,1
fj,2017-10,1,not,1
fj,2017-12,1,not,2
fj,2018-01,1,not,4
fj,2018-02,1,not,4
fj,2018-03,1,not,1
fj,2018-04,1,not,3
fj,2018-05,1,not,1
fj,2018-06,1,not,2
fj,2018-07,1,not,1
fj,2018-10,1,not,1
fj,2018-11,1,not,2
fj,2018-12,1,not,1
fj,2019-01,5,not,5
fj,2019-02,1,not,1
fj,2019-03,1,not,3
fj,2019-05,1,not,1
fj,2019-06,1,not,1
fj,2019-07,1,not,1
fj,2019-08,1,not,1
fj,2019-10,1,not,1
fj,2019-12,1,not,3
fj,2020-01,1,not,3
fj,2020-02,1,not,2
fj,2020-03,1,not,2
fj,2020-04,5,not,5
fj,2020-05,5,not,5
fj,2020-06,1,not,3
fj,2020-07,1,not,1
fj,2020-08,1,not,1
fj,2020-09,1,not,3
fj,2020-10,1,not,2
fj,2020-11,1,not,1
fj,2021-01,1,not,1
fj,2021-02,1,not,2
fj,2021-03,1,not,1
fj,2021-04,1,not,1
fj,2021-05,1,not,2
fj,2021-06,1,not,1
fj,2021-07,1,not,1
fj,2021-08,1,not,2
fo,2008-09,10,highest_peak,22
fo,2004-01,1,not,1
fo,2004-02,1,not,1
fo,2004-05,1,not,1
fo,2004-06,1,not,3
fo,2004-07,5,not,5
fo,2004-08,1,not,4
fo,2004-09,1,not,3
fo,2004-10,1,not,4
fo,2004-11,5,not,7
fo,2004-12,1,not,2
fo,2005-01,1,not,3
fo,2005-02,5,not,5
fo,2005-03,5,not,5
fo,2005-04,10,not,10
fo,2005-05,5,not,7
fo,2005-06,5,not,7
fo,2005-07,1,not,2
fo,2005-08,5,not,8
fo,2005-09,5,not,9
fo,2005-10,5,not,8
fo,2005-11,5,not,6
fo,2005-12,5,not,6
fo,2006-01,5,not,6
fo,2006-02,5,not,6
fo,2006-03,5,not,7
fo,2006-04,5,not,8
fo,2006-05,5,not,6
fo,2006-06,5,not,7
fo,2006-07,5,not,9
fo,2006-08,10,not,12
fo,2006-09,5,not,6
fo,2006-10,10,not,17
fo,2006-11,10,not,12
fo,2006-12,10,not,10
fo,2007-01,10,not,12
fo,2007-02,10,not,15
fo,2007-03,10,not,11
fo,2007-04,10,not,15
fo,2007-05,10,not,14
fo,2007-06,10,not,17
fo,2007-07,10,not,18
fo,2007-08,10,not,10
fo,2007-09,10,not,17
fo,2007-10,10,not,19
fo,2007-11,10,not,16
fo,2007-12,10,not,13
fo,2008-01,10,not,15
fo,2008-02,10,not,20
fo,2008-03,10,not,13
fo,2008-04,10,not,11
fo,2008-05,10,not,13
fo,2008-06,10,not,21
fo,2008-07,10,not,13
fo,2008-08,10,not,10
fo,2008-10,10,not,18
fo,2008-11,10,not,12
fo,2008-12,10,not,15
fo,2009-01,10,not,15
fo,2009-02,10,not,16
fo,2009-03,10,not,12
fo,2009-04,10,not,13
fo,2009-05,5,not,9
fo,2009-06,5,not,9
fo,2009-07,10,not,12
fo,2009-08,5,not,9
fo,2009-09,10,not,13
fo,2009-10,10,not,21
fo,2009-11,10,not,16
fo,2009-12,5,not,8
fo,2010-01,10,not,15
fo,2010-02,10,not,14
fo,2010-03,10,not,17
fo,2010-04,10,not,18
fo,2010-05,10,not,12
fo,2010-06,10,not,15
fo,2010-07,5,not,8
fo,2010-08,10,not,18
fo,2010-09,10,not,12
fo,2010-10,10,not,14
fo,2010-11,10,not,15
fo,2010-12,10,not,16
fo,2011-01,10,not,11
fo,2011-02,5,not,8
fo,2011-03,10,not,11
fo,2011-04,5,not,8
fo,2011-05,10,not,11
fo,2011-06,10,not,14
fo,2011-07,10,not,12
fo,2011-08,5,not,8
fo,2011-09,10,not,12
fo,2011-10,10,not,14
fo,2011-11,10,not,11
fo,2011-12,10,not,11
fo,2012-01,10,not,10
fo,2012-02,10,not,11
fo,2012-03,10,not,16
fo,2012-04,10,not,14
fo,2012-05,10,not,17
fo,2012-06,10,not,13
fo,2012-07,5,not,8
fo,2012-08,10,not,12
fo,2012-09,10,not,10
fo,2012-10,10,not,11
fo,2012-11,5,not,7
fo,2012-12,10,not,11
fo,2013-01,5,not,9
fo,2013-02,10,not,10
fo,2013-03,10,not,13
fo,2013-04,5,not,8
fo,2013-05,10,not,12
fo,2013-06,5,not,9
fo,2013-07,10,not,11
fo,2013-08,5,not,6
fo,2013-09,5,not,8
fo,2013-10,5,not,9
fo,2013-11,10,not,11
fo,2013-12,5,not,6
fo,2014-01,10,not,17
fo,2014-02,10,not,10
fo,2014-03,10,not,12
fo,2014-04,10,not,19
fo,2014-05,10,not,15
fo,2014-06,10,not,11
fo,2014-07,10,not,10
fo,2014-08,10,not,14
fo,2014-09,10,not,11
fo,2014-10,10,not,11
fo,2014-11,10,not,13
fo,2014-12,10,not,11
fo,2015-01,10,not,14
fo,2015-02,10,not,13
fo,2015-03,10,not,13
fo,2015-04,10,not,16
fo,2015-05,10,not,10
fo,2015-06,10,not,11
fo,2015-07,10,not,10
fo,2015-08,10,not,15
fo,2015-09,10,not,20
fo,2015-10,10,not,12
fo,2015-11,10,not,10
fo,2015-12,10,not,13
fo,2016-01,10,not,18
fo,2016-02,5,not,9
fo,2016-03,5,not,7
fo,2016-04,10,not,11
fo,2016-05,5,not,6
fo,2016-06,5,not,6
fo,2016-07,5,not,7
fo,2016-08,10,not,11
fo,2016-09,10,not,10
fo,2016-10,10,not,14
fo,2016-11,10,not,11
fo,2016-12,10,not,11
fo,2017-01,5,not,8
fo,2017-02,10,not,10
fo,2017-03,5,not,9
fo,2017-04,10,not,11
fo,2017-05,5,not,9
fo,2017-06,5,not,5
fo,2017-07,5,not,6
fo,2017-08,1,not,3
fo,2017-09,5,not,5
fo,2017-10,5,not,6
fo,2017-11,10,not,10
fo,2017-12,5,not,9
fo,2018-01,5,not,9
fo,2018-02,10,not,11
fo,2018-03,5,not,8
fo,2018-04,10,not,13
fo,2018-05,10,not,10
fo,2018-06,5,not,6
fo,2018-07,5,not,7
fo,2018-08,10,not,13
fo,2018-09,5,not,6
fo,2018-10,10,not,12
fo,2018-11,10,not,11
fo,2018-12,10,not,12
fo,2019-01,5,not,7
fo,2019-02,5,not,7
fo,2019-03,5,not,6
fo,2019-04,5,not,8
fo,2019-05,10,not,11
fo,2019-06,10,not,11
fo,2019-07,10,not,10
fo,2019-08,10,not,12
fo,2019-09,5,not,9
fo,2019-10,5,not,8
fo,2019-11,10,not,12
fo,2019-12,10,not,13
fo,2020-01,5,not,8
fo,2020-02,10,not,12
fo,2020-03,5,not,9
fo,2020-04,5,not,8
fo,2020-05,5,not,5
fo,2020-06,5,not,9
fo,2020-07,10,not,10
fo,2020-08,5,not,8
fo,2020-09,10,not,11
fo,2020-10,5,not,8
fo,2020-11,5,not,7
fo,2020-12,5,not,8
fo,2021-01,10,not,12
fo,2021-02,10,not,11
fo,2021-03,10,not,10
fo,2021-04,10,not,12
fo,2021-05,5,not,9
fo,2021-06,10,not,10
fo,2021-07,5,not,8
fo,2021-08,5,not,7
fr,2020-05,5000,highest_peak,8797
fr,2001-10,1,not,2
fr,2001-11,1,not,1
fr,2002-01,1,not,2
fr,2002-02,5,not,5
fr,2002-03,5,not,6
fr,2002-04,5,not,8
fr,2002-05,10,not,10
fr,2002-06,10,not,13
fr,2002-07,10,not,16
fr,2002-08,10,not,22
fr,2002-09,10,not,27
fr,2002-10,10,not,44
fr,2002-11,10,not,45
fr,2002-12,10,not,47
fr,2003-01,50,not,59
fr,2003-02,50,not,58
fr,2003-03,50,not,57
fr,2003-04,50,not,57
fr,2003-05,100,not,108
fr,2003-06,100,not,105
fr,2003-07,50,not,93
fr,2003-08,100,not,109
fr,2003-09,100,not,115
fr,2003-10,100,not,145
fr,2003-11,100,not,209
fr,2003-12,100,not,225
fr,2004-01,100,not,212
fr,2004-02,100,not,296
fr,2004-03,100,not,391
fr,2004-04,100,not,381
fr,2004-05,100,not,400
fr,2004-06,500,not,523
fr,2004-07,500,not,550
fr,2004-08,500,not,574
fr,2004-09,500,not,689
fr,2004-10,500,not,742
fr,2004-11,500,not,921
fr,2004-12,500,not,938
fr,2005-01,500,not,982
fr,2005-02,500,not,979
fr,2005-03,1000,not,1143
fr,2005-04,1000,not,1400
fr,2005-05,1000,not,1480
fr,2005-06,1000,not,1501
fr,2005-07,1000,not,1824
fr,2005-08,1000,not,2060
fr,2005-09,1000,not,2000
fr,2005-10,1000,not,2460
fr,2005-11,1000,not,2406
fr,2005-12,1000,not,2970
fr,2006-01,1000,not,3559
fr,2006-02,1000,not,3716
fr,2006-03,1000,not,4069
fr,2006-04,1000,not,4154
fr,2006-05,1000,not,4791
fr,2006-06,1000,not,4681
fr,2006-07,1000,not,4426
fr,2006-08,5000,not,5099
fr,2006-09,1000,not,4986
fr,2006-10,5000,not,5363
fr,2006-11,5000,not,5332
fr,2006-12,5000,not,5227
fr,2007-01,5000,not,5979
fr,2007-02,5000,not,5589
fr,2007-03,5000,not,5868
fr,2007-04,5000,not,5678
fr,2007-05,5000,not,6240
fr,2007-06,5000,not,5625
fr,2007-07,5000,not,5563
fr,2007-08,5000,not,5767
fr,2007-09,5000,not,6020
fr,2007-10,5000,not,6204
fr,2007-11,5000,not,6223
fr,2007-12,5000,not,6053
fr,2008-01,5000,not,6948
fr,2008-02,5000,not,6931
fr,2008-03,5000,not,7284
fr,2008-04,5000,not,6970
fr,2008-05,5000,not,6854
fr,2008-06,5000,not,6451
fr,2008-07,5000,not,6317
fr,2008-08,5000,not,6356
fr,2008-09,5000,not,6388
fr,2008-10,5000,not,6703
fr,2008-11,5000,not,6774
fr,2008-12,5000,not,6326
fr,2009-01,5000,not,6954
fr,2009-02,5000,not,6370
fr,2009-03,5000,not,6623
fr,2009-04,5000,not,6472
fr,2009-05,5000,not,6840
fr,2009-06,5000,not,6668
