languagecode,year_month,milestone,peak,count
ja,2018-04,5000,not,5229
ja,2018-05,5000,not,5389
ja,2018-06,5000,not,5005
ja,2018-07,5000,not,5338
ja,2018-08,5000,not,5352
ja,2018-09,5000,not,5347
ja,2018-10,5000,not,5575
ja,2018-11,5000,not,5214
ja,2018-12,5000,not,5299
ja,2019-01,5000,not,5559
ja,2019-02,5000,not,5226
ja,2019-03,5000,not,5649
ja,2019-04,5000,not,5529
ja,2019-05,5000,not,5679
ja,2019-06,5000,not,5357
ja,2019-07,5000,not,5398
ja,2019-08,5000,not,5496
ja,2019-09,5000,not,5592
ja,2019-10,5000,not,5714
ja,2019-11,5000,not,5561
ja,2019-12,5000,not,5759
ja,2020-01,5000,not,6048
ja,2020-02,5000,not,5788
ja,2020-03,5000,not,6106
ja,2020-04,5000,not,6457
ja,2020-06,5000,not,6309
ja,2020-07,5000,not,6258
ja,2020-08,5000,not,6399
ja,2020-09,5000,not,6289
ja,2020-10,5000,not,6174
ja,2020-11,5000,not,5935
ja,2020-12,5000,not,6015
ja,2021-01,5000,not,6698
ja,2021-02,5000,not,6267
ja,2021-03,5000,not,6496
ja,2021-04,5000,not,6186
ja,2021-05,5000,not,6646
ja,2021-06,5000,not,6105
ja,2021-07,5000,not,6231
ja,2021-08,5000,not,6340
ja,2021-09,100,not,482
jam,2016-05,10,highest_peak,22
jam,2008-12,5,not,5
jam,2009-01,1,not,4
jam,2009-02,1,not,4
jam,2009-03,1,not,2
jam,2009-04,1,not,3
jam,2009-05,1,not,3
jam,2009-06,1,not,4
jam,2009-07,1,not,3
jam,2009-08,5,not,5
jam,2009-09,1,not,1
jam,2010-01,1,not,1
jam,2010-02,1,not,1
jam,2010-03,1,not,1
jam,2010-05,1,not,1
jam,2010-06,1,not,1
jam,2010-07,1,not,1
jam,2010-08,1,not,1
jam,2010-09,1,not,2
jam,2011-01,1,not,1
jam,2011-02,1,not,1
jam,2011-04,1,not,1
jam,2011-06,1,not,1
jam,2011-08,1,not,1
jam,2011-12,1,not,1
jam,2012-01,1,not,2
jam,2012-06,1,not,1
jam,2012-08,1,not,1
jam,2013-01,1,not,1
jam,2014-09,1,not,1
jam,2014-10,1,not,2
jam,2014-11,1,not,1
jam,2015-02,1,not,1
jam,2015-03,1,not,2
jam,2015-05,1,not,1
jam,2015-06,1,not,1
jam,2015-07,1,not,1
jam,2015-08,1,not,1
jam,2015-12,1,not,2
jam,2016-01,1,not,2
jam,2016-02,1,not,4
jam,2016-03,1,not,3
jam,2016-04,1,not,3
jam,2016-06,5,not,5
jam,2016-07,5,not,5
jam,2016-08,10,not,10
jam,2016-09,5,not,8
jam,2016-10,1,not,4
jam,2016-11,5,not,6
jam,2016-12,1,not,4
jam,2017-01,1,not,2
jam,2017-02,1,not,4
jam,2017-03,1,not,1
jam,2017-04,1,not,3
jam,2017-05,1,not,2
jam,2017-06,1,not,2
jam,2017-07,5,not,9
jam,2017-08,1,not,4
jam,2017-09,1,not,2
jam,2017-12,1,not,3
jam,2018-01,1,not,4
jam,2018-02,1,not,3
jam,2018-03,1,not,3
jam,2018-04,1,not,3
jam,2018-05,5,not,6
jam,2018-06,1,not,4
jam,2018-07,1,not,1
jam,2018-08,1,not,2
jam,2018-09,1,not,1
jam,2018-10,1,not,1
jam,2018-12,1,not,3
jam,2019-01,1,not,2
jam,2019-02,1,not,2
jam,2019-03,1,not,2
jam,2019-05,1,not,2
jam,2019-06,1,not,2
jam,2019-07,1,not,3
jam,2019-08,1,not,2
jam,2019-09,1,not,4
jam,2019-10,1,not,1
jam,2019-11,1,not,3
jam,2019-12,1,not,3
jam,2020-01,1,not,2
jam,2020-02,1,not,1
jam,2020-03,1,not,1
jam,2020-04,1,not,1
jam,2020-05,1,not,2
jam,2020-06,1,not,3
jam,2020-07,1,not,2
jam,2020-08,1,not,3
jam,2020-09,1,not,1
jam,2020-12,1,not,2
jam,2021-02,1,not,2
jam,2021-03,1,not,4
jam,2021-04,1,not,3
jam,2021-05,1,not,1
jam,2021-06,1,not,1
jam,2021-07,1,not,1
jam,2021-08,1,not,1
jbo,2007-01,10,highest_peak,14
jbo,2004-08,1,not,2
jbo,2004-09,1,not,2
jbo,2004-10,1,not,2
jbo,2004-11,1,not,2
jbo,2004-12,1,not,4
jbo,2005-01,1,not,1
jbo,2005-02,1,not,1
jbo,2005-03,1,not,2
jbo,2005-05,1,not,2
jbo,2005-06,1,not,3
jbo,2005-07,1,not,2
jbo,2005-08,1,not,2
jbo,2005-09,1,not,3
jbo,2005-10,1,not,2
jbo,2005-11,1,not,3
jbo,2005-12,1,not,4
jbo,2006-01,5,not,7
jbo,2006-02,5,not,5
jbo,2006-03,5,not,6
jbo,2006-04,5,not,6
jbo,2006-05,1,not,4
jbo,2006-06,1,not,3
jbo,2006-07,5,not,6
jbo,2006-08,5,not,9
jbo,2006-09,5,not,6
jbo,2006-10,5,not,9
jbo,2006-11,10,not,10
jbo,2006-12,5,not,8
jbo,2007-02,5,not,6
jbo,2007-03,5,not,9
jbo,2007-04,5,not,6
jbo,2007-05,5,not,7
jbo,2007-06,5,not,8
jbo,2007-07,1,not,3
jbo,2007-08,5,not,6
jbo,2007-09,5,not,5
jbo,2007-10,1,not,1
jbo,2007-11,1,not,1
jbo,2007-12,5,not,6
jbo,2008-01,5,not,7
jbo,2008-02,5,not,8
jbo,2008-03,5,not,7
jbo,2008-04,1,not,4
jbo,2008-05,1,not,4
jbo,2008-06,5,not,9
jbo,2008-07,1,not,3
jbo,2008-08,1,not,3
jbo,2008-09,1,not,4
jbo,2008-10,5,not,7
jbo,2008-11,10,not,10
jbo,2008-12,1,not,4
jbo,2009-01,5,not,5
jbo,2009-02,5,not,5
jbo,2009-03,5,not,5
jbo,2009-04,5,not,8
jbo,2009-05,5,not,5
jbo,2009-06,5,not,6
jbo,2009-07,1,not,4
jbo,2009-08,5,not,7
jbo,2009-09,5,not,8
jbo,2009-10,1,not,4
jbo,2009-11,1,not,3
jbo,2009-12,5,not,5
jbo,2010-01,5,not,5
jbo,2010-02,1,not,3
jbo,2010-03,1,not,3
jbo,2010-04,5,not,6
jbo,2010-05,1,not,2
jbo,2010-06,5,not,7
jbo,2010-07,1,not,4
jbo,2010-08,5,not,8
jbo,2010-09,1,not,4
jbo,2010-10,1,not,3
jbo,2010-11,1,not,4
jbo,2010-12,1,not,2
jbo,2011-01,1,not,3
jbo,2011-02,1,not,2
jbo,2011-03,1,not,2
jbo,2011-04,1,not,3
jbo,2011-05,5,not,5
jbo,2011-06,5,not,5
jbo,2011-07,5,not,6
jbo,2011-08,1,not,3
jbo,2011-09,1,not,4
jbo,2011-10,1,not,4
jbo,2011-11,5,not,5
jbo,2011-12,1,not,4
jbo,2012-01,5,not,7
jbo,2012-02,5,not,5
jbo,2012-03,1,not,3
jbo,2012-04,1,not,3
jbo,2012-05,1,not,3
jbo,2012-06,5,not,6
jbo,2012-07,5,not,7
jbo,2012-08,5,not,5
jbo,2012-09,1,not,3
jbo,2012-10,5,not,5
jbo,2012-11,1,not,2
jbo,2012-12,5,not,5
jbo,2013-01,1,not,3
jbo,2013-02,1,not,3
jbo,2013-03,1,not,4
jbo,2013-04,1,not,1
jbo,2013-05,1,not,4
jbo,2013-07,1,not,3
jbo,2013-08,1,not,1
jbo,2013-09,1,not,1
jbo,2013-10,1,not,3
jbo,2013-11,5,not,5
jbo,2013-12,1,not,4
jbo,2014-01,1,not,3
jbo,2014-02,1,not,2
jbo,2014-05,5,not,5
jbo,2014-06,1,not,3
jbo,2014-07,1,not,1
jbo,2014-08,1,not,3
jbo,2014-09,1,not,4
jbo,2014-10,1,not,2
jbo,2014-11,1,not,4
jbo,2014-12,1,not,2
jbo,2015-01,1,not,3
jbo,2015-02,1,not,4
jbo,2015-03,5,not,6
jbo,2015-04,1,not,1
jbo,2015-05,1,not,4
jbo,2015-06,1,not,3
jbo,2015-07,1,not,3
jbo,2015-09,5,not,6
jbo,2015-10,1,not,4
jbo,2015-11,5,not,5
jbo,2015-12,1,not,4
jbo,2016-02,1,not,2
jbo,2016-03,1,not,1
jbo,2016-04,5,not,6
jbo,2016-05,1,not,4
jbo,2016-06,1,not,2
jbo,2016-07,1,not,1
jbo,2016-08,5,not,5
jbo,2016-09,1,not,2
jbo,2016-11,1,not,2
jbo,2016-12,1,not,3
jbo,2017-01,1,not,4
jbo,2017-02,1,not,4
jbo,2017-05,1,not,1
jbo,2017-06,1,not,3
jbo,2017-07,1,not,4
jbo,2017-09,1,not,1
jbo,2017-10,1,not,1
jbo,2017-12,1,not,4
jbo,2018-01,1,not,1
jbo,2018-02,1,not,1
jbo,2018-03,1,not,3
jbo,2018-04,1,not,4
jbo,2018-05,1,not,2
jbo,2018-06,1,not,1
jbo,2018-07,1,not,3
jbo,2018-08,1,not,1
jbo,2018-09,1,not,1
jbo,2018-10,1,not,3
jbo,2018-12,1,not,4
jbo,2019-01,1,not,1
jbo,2019-03,1,not,1
jbo,2019-05,1,not,3
jbo,2019-06,1,not,1
jbo,2019-07,1,not,2
jbo,2019-11,1,not,2
jbo,2019-12,1,not,2
jbo,2020-01,1,not,1
jbo,2020-02,1,not,2
jbo,2020-03,1,not,2
jbo,2020-04,1,not,3
jbo,2020-05,1,not,3
jbo,2020-06,5,not,5
jbo,2020-07,1,not,3
jbo,2020-08,1,not,1
jbo,2020-09,1,not,3
jbo,2020-10,1,not,3
jbo,2020-11,1,not,1
jbo,2020-12,1,not,3
jbo,2021-01,1,not,3
jbo,2021-02,1,not,2
jbo,2021-03,1,not,1
jbo,2021-04,1,not,1
jbo,2021-06,1,not,1
jbo,2021-07,1,not,3
jbo,2021-08,1,not,3
jv,2012-06,100,highest_peak,173
jv,2004-03,1,not,1
jv,2004-04,1,not,1
jv,2004-05,1,not,2
jv,2004-06,1,not,1
jv,2004-07,1,not,3
jv,2004-08,1,not,2
jv,2004-10,1,not,2
jv,2004-11,1,not,2
jv,2004-12,1,not,2
jv,2005-01,1,not,1
jv,2005-04,1,not,2
jv,2005-05,5,not,5
jv,2005-06,5,not,5
jv,2005-07,1,not,3
jv,2005-08,1,not,2
jv,2005-09,5,not,6
jv,2005-10,1,not,3
jv,2005-11,1,not,1
jv,2006-01,5,not,5
jv,2006-02,1,not,4
jv,2006-03,1,not,4
jv,2006-04,1,not,4
jv,2006-05,5,not,8
jv,2006-06,5,not,7
jv,2006-07,5,not,6
jv,2006-08,5,not,8
jv,2006-09,5,not,6
jv,2006-10,5,not,8
jv,2006-11,5,not,8
jv,2006-12,5,not,7
jv,2007-01,10,not,10
jv,2007-02,5,not,8
jv,2007-03,5,not,5
jv,2007-04,5,not,8
jv,2007-05,10,not,10
jv,2007-06,10,not,14
jv,2007-07,5,not,9
jv,2007-08,5,not,8
jv,2007-09,10,not,15
jv,2007-10,5,not,8
jv,2007-11,10,not,10
jv,2007-12,10,not,11
jv,2008-01,10,not,11
jv,2008-02,5,not,7
jv,2008-03,10,not,11
jv,2008-04,10,not,10
jv,2008-05,10,not,14
jv,2008-06,10,not,10
jv,2008-07,10,not,15
jv,2008-08,10,not,15
jv,2008-09,10,not,18
jv,2008-10,10,not,15
jv,2008-11,10,not,12
jv,2008-12,10,not,11
jv,2009-01,10,not,13
jv,2009-02,10,not,11
jv,2009-03,10,not,16
jv,2009-04,10,not,15
jv,2009-05,5,not,7
jv,2009-06,5,not,9
jv,2009-07,5,not,7
jv,2009-08,10,not,16
jv,2009-09,10,not,12
jv,2009-10,10,not,22
jv,2009-11,10,not,15
jv,2009-12,5,not,9
jv,2010-01,10,not,14
jv,2010-02,10,not,23
jv,2010-03,10,not,13
jv,2010-04,10,not,22
jv,2010-05,10,not,13
jv,2010-06,10,not,14
jv,2010-07,10,not,26
jv,2010-08,10,not,20
jv,2010-09,10,not,14
jv,2010-10,5,not,7
jv,2010-11,10,not,15
jv,2010-12,10,not,14
jv,2011-01,10,not,30
jv,2011-02,10,not,27
jv,2011-03,50,not,92
jv,2011-04,50,not,57
jv,2011-05,50,not,50
jv,2011-06,50,not,56
jv,2011-07,50,not,52
jv,2011-08,10,not,47
jv,2011-09,10,not,46
jv,2011-10,10,not,41
jv,2011-11,10,not,28
jv,2011-12,10,not,22
jv,2012-01,10,not,26
jv,2012-02,10,not,30
jv,2012-03,10,not,22
jv,2012-04,10,not,22
jv,2012-05,100,not,119
jv,2012-07,50,not,73
jv,2012-08,10,not,36
jv,2012-09,100,not,108
jv,2012-10,50,not,76
jv,2012-11,50,not,55
jv,2012-12,10,not,45
jv,2013-01,10,not,44
jv,2013-02,10,not,43
jv,2013-03,10,not,42
jv,2013-04,10,not,35
jv,2013-05,10,not,29
jv,2013-06,10,not,32
jv,2013-07,10,not,22
jv,2013-08,10,not,15
jv,2013-09,10,not,23
jv,2013-10,10,not,22
jv,2013-11,10,not,23
jv,2013-12,10,not,26
jv,2014-01,10,not,27
jv,2014-02,10,not,20
jv,2014-03,10,not,16
jv,2014-04,10,not,15
jv,2014-05,10,not,22
jv,2014-06,10,not,18
jv,2014-07,10,not,16
jv,2014-08,10,not,17
jv,2014-09,10,not,15
jv,2014-10,10,not,16
jv,2014-11,10,not,18
jv,2014-12,10,not,12
jv,2015-01,10,not,17
jv,2015-02,10,not,15
jv,2015-03,10,not,22
jv,2015-04,10,not,18
jv,2015-05,10,not,13
jv,2015-06,10,not,16
jv,2015-07,10,not,12
jv,2015-08,10,not,16
jv,2015-09,10,not,24
jv,2015-10,10,not,26
jv,2015-11,10,not,34
jv,2015-12,10,not,20
jv,2016-01,10,not,25
jv,2016-02,10,not,22
jv,2016-03,10,not,25
jv,2016-04,10,not,30
jv,2016-05,10,not,40
jv,2016-06,10,not,19
jv,2016-07,10,not,35
jv,2016-08,10,not,40
jv,2016-09,10,not,28
jv,2016-10,10,not,18
jv,2016-11,10,not,17
jv,2016-12,10,not,14
jv,2017-01,10,not,17
jv,2017-02,10,not,24
jv,2017-03,10,not,24
jv,2017-04,10,not,23
jv,2017-05,10,not,26
jv,2017-06,10,not,23
jv,2017-07,10,not,38
jv,2017-08,10,not,32
jv,2017-09,10,not,24
jv,2017-10,10,not,32
jv,2017-11,10,not,35
jv,2017-12,10,not,27
jv,2018-01,50,not,50
jv,2018-02,10,not,42
jv,2018-03,10,not,20
jv,2018-04,50,not,93
jv,2018-05,10,not,44
jv,2018-06,10,not,23
jv,2018-07,10,not,24
jv,2018-08,10,not,22
jv,2018-09,10,not,14
jv,2018-10,50,not,62
jv,2018-11,10,not,27
jv,2018-12,100,not,119
jv,2019-01,50,not,70
jv,2019-02,10,not,30
jv,2019-03,100,not,112
jv,2019-04,50,not,76
jv,2019-05,100,not,103
jv,2019-06,10,not,22
jv,2019-07,10,not,27
jv,2019-08,50,not,55
jv,2019-09,50,not,79
jv,2019-10,50,not,89
jv,2019-11,50,not,98
jv,2019-12,10,not,49
jv,2020-01,10,not,44
jv,2020-02,50,not,54
jv,2020-03,50,not,50
jv,2020-04,10,not,34
jv,2020-05,10,not,36
jv,2020-06,10,not,48
jv,2020-07,10,not,40
jv,2020-08,10,not,41
jv,2020-09,10,not,35
jv,2020-10,10,not,41
jv,2020-11,10,not,33
jv,2020-12,10,not,42
jv,2021-01,10,not,43
jv,2021-02,10,not,44
jv,2021-03,10,not,37
jv,2021-04,50,not,54
jv,2021-05,10,not,37
jv,2021-06,10,not,45
jv,2021-07,10,not,36
jv,2021-08,10,not,32
jv,2021-09,1,not,4
ka,2016-07,100,highest_peak,200
ka,2004-02,1,not,1
ka,2004-03,1,not,1
ka,2004-10,1,not,2
ka,2004-11,1,not,3
ka,2005-01,1,not,4
ka,2005-02,5,not,6
ka,2005-03,10,not,10
ka,2005-04,5,not,9
ka,2005-05,10,not,12
ka,2005-06,5,not,8
ka,2005-07,5,not,7
ka,2005-08,5,not,9
ka,2005-09,10,not,13
ka,2005-10,10,not,19
ka,2005-11,10,not,17
ka,2005-12,10,not,14
ka,2006-01,5,not,9
ka,2006-02,10,not,17
ka,2006-03,10,not,19
ka,2006-04,10,not,15
ka,2006-05,10,not,29
ka,2006-06,10,not,20
ka,2006-07,10,not,23
ka,2006-08,10,not,34
ka,2006-09,10,not,31
ka,2006-10,10,not,34
ka,2006-11,10,not,33
ka,2006-12,10,not,45
ka,2007-01,10,not,34
ka,2007-02,10,not,34
ka,2007-03,10,not,42
ka,2007-04,10,not,36
ka,2007-05,50,not,58
ka,2007-06,10,not,39
ka,2007-07,10,not,32
ka,2007-08,10,not,42
ka,2007-09,10,not,43
ka,2007-10,10,not,40
ka,2007-11,10,not,48
ka,2007-12,10,not,46
ka,2008-01,10,not,45
ka,2008-02,50,not,53
ka,2008-03,50,not,60
ka,2008-04,10,not,47
ka,2008-05,10,not,38
ka,2008-06,50,not,57
ka,2008-07,50,not,60
ka,2008-08,50,not,64
ka,2008-09,50,not,68
ka,2008-10,50,not,96
ka,2008-11,50,not,80
ka,2008-12,50,not,80
ka,2009-01,50,not,84
ka,2009-02,50,not,84
ka,2009-03,100,not,103
ka,2009-04,50,not,98
ka,2009-05,50,not,92
ka,2009-06,100,not,109
ka,2009-07,50,not,72
ka,2009-08,50,not,79
ka,2009-09,50,not,87
ka,2009-10,100,not,101
ka,2009-11,100,not,103
ka,2009-12,50,not,92
ka,2010-01,100,not,102
ka,2010-02,100,not,103
ka,2010-03,100,not,100
ka,2010-04,100,not,114
ka,2010-05,100,not,107
ka,2010-06,50,not,99
ka,2010-07,50,not,92
ka,2010-08,50,not,76
ka,2010-09,50,not,85
ka,2010-10,50,not,94
ka,2010-11,100,not,101
ka,2010-12,50,not,95
ka,2011-01,100,not,116
ka,2011-02,100,not,124
ka,2011-03,100,not,114
ka,2011-04,50,not,99
ka,2011-05,50,not,99
ka,2011-06,50,not,91
ka,2011-07,50,not,93
ka,2011-08,50,not,87
ka,2011-09,50,not,91
ka,2011-10,100,not,122
ka,2011-11,50,not,95
ka,2011-12,100,not,112
ka,2012-01,50,not,98
ka,2012-02,100,not,109
ka,2012-03,100,not,103
ka,2012-04,50,not,94
ka,2012-05,100,not,117
ka,2012-06,100,not,100
ka,2012-07,100,not,108
ka,2012-08,50,not,88
ka,2012-09,50,not,77
ka,2012-10,50,not,84
ka,2012-11,50,not,87
ka,2012-12,50,not,80
ka,2013-01,100,not,109
ka,2013-02,50,not,85
ka,2013-03,50,not,95
ka,2013-04,50,not,82
ka,2013-05,50,not,81
ka,2013-06,50,not,88
ka,2013-07,50,not,83
ka,2013-08,50,not,74
ka,2013-09,50,not,82
ka,2013-10,50,not,88
ka,2013-11,100,not,109
ka,2013-12,50,not,99
ka,2014-01,50,not,88
ka,2014-02,50,not,90
ka,2014-03,50,not,95
ka,2014-04,50,not,84
ka,2014-05,50,not,75
ka,2014-06,50,not,72
ka,2014-07,50,not,82
ka,2014-08,50,not,85
ka,2014-09,50,not,73
ka,2014-10,50,not,78
ka,2014-11,50,not,82
ka,2014-12,50,not,77
ka,2015-01,50,not,93
ka,2015-02,100,not,109
ka,2015-03,50,not,92
ka,2015-04,50,not,96
ka,2015-05,100,not,105
ka,2015-06,50,not,86
ka,2015-07,50,not,82
ka,2015-08,50,not,88
ka,2015-09,50,not,95
ka,2015-10,100,not,107
ka,2015-11,50,not,96
ka,2015-12,50,not,91
ka,2016-01,100,not,120
ka,2016-02,50,not,99
ka,2016-03,100,not,101
ka,2016-04,50,not,86
ka,2016-05,50,not,93
ka,2016-06,100,not,118
ka,2016-08,50,not,83
ka,2016-09,100,not,118
ka,2016-10,50,not,89
ka,2016-11,100,not,115
ka,2016-12,100,not,104
ka,2017-01,100,not,103
ka,2017-02,100,not,105
ka,2017-03,100,not,121
ka,2017-04,100,not,115
ka,2017-05,100,not,100
ka,2017-06,50,not,97
ka,2017-07,50,not,86
ka,2017-08,50,not,68
ka,2017-09,50,not,76
ka,2017-10,50,not,94
ka,2017-11,50,not,98
ka,2017-12,50,not,72
ka,2018-01,100,not,140
ka,2018-02,100,not,107
ka,2018-03,100,not,110
ka,2018-04,50,not,85
ka,2018-05,100,not,114
ka,2018-06,50,not,94
ka,2018-07,100,not,130
ka,2018-08,100,not,103
ka,2018-09,50,not,86
ka,2018-10,100,not,109
ka,2018-11,100,not,119
ka,2018-12,100,not,113
ka,2019-01,100,not,117
ka,2019-02,100,not,143
ka,2019-03,100,not,145
ka,2019-04,100,not,165
ka,2019-05,100,not,122
ka,2019-06,100,not,101
ka,2019-07,100,not,133
ka,2019-08,100,not,114
ka,2019-09,100,not,105
ka,2019-10,50,not,99
ka,2019-11,100,not,140
ka,2019-12,100,not,164
ka,2020-01,100,not,126
ka,2020-02,100,not,145
ka,2020-03,100,not,119
ka,2020-04,100,not,127
ka,2020-05,100,not,177
ka,2020-06,100,not,154
ka,2020-07,100,not,116
ka,2020-08,100,not,109
ka,2020-09,100,not,125
ka,2020-10,100,not,112
ka,2020-11,100,not,140
ka,2020-12,100,not,156
ka,2021-01,100,not,160
ka,2021-02,100,not,156
ka,2021-03,100,not,134
ka,2021-04,100,not,125
ka,2021-05,100,not,122
ka,2021-06,100,not,105
ka,2021-07,100,not,121
ka,2021-08,100,not,118
ka,2021-09,10,not,18
kaa,2008-05,10,highest_peak,14
kaa,2006-10,1,not,1
kaa,2007-02,1,not,1
kaa,2007-09,1,not,1
kaa,2007-11,1,not,2
kaa,2007-12,1,not,2
kaa,2008-01,5,not,8
kaa,2008-02,10,not,10
kaa,2008-03,5,not,8
kaa,2008-04,5,not,8
kaa,2008-06,10,not,12
kaa,2008-07,1,not,2
kaa,2008-08,1,not,1
kaa,2008-09,1,not,2
kaa,2008-10,5,not,6
kaa,2008-11,5,not,9
kaa,2008-12,5,not,9
kaa,2009-01,5,not,8
kaa,2009-02,1,not,3
kaa,2009-03,1,not,4
kaa,2009-04,1,not,3
kaa,2009-05,1,not,2
kaa,2009-08,1,not,4
kaa,2009-09,1,not,3
kaa,2009-10,1,not,2
kaa,2009-11,5,not,5
kaa,2009-12,1,not,2
kaa,2010-01,1,not,1
kaa,2010-02,1,not,4
kaa,2010-03,1,not,2
kaa,2010-04,1,not,4
kaa,2010-05,1,not,1
kaa,2010-06,1,not,2
kaa,2010-07,1,not,3
kaa,2010-08,5,not,5
kaa,2010-09,1,not,4
kaa,2010-10,1,not,3
kaa,2010-11,1,not,2
kaa,2010-12,1,not,4
kaa,2011-01,1,not,2
kaa,2011-02,1,not,4
kaa,2011-03,1,not,1
kaa,2011-04,1,not,2
kaa,2011-05,5,not,5
kaa,2011-06,5,not,5
kaa,2011-07,5,not,6
kaa,2011-08,1,not,3
kaa,2011-09,5,not,5
kaa,2011-10,5,not,8
kaa,2011-11,5,not,5
kaa,2011-12,1,not,3
kaa,2012-01,1,not,3
kaa,2012-02,5,not,5
kaa,2012-03,1,not,3
kaa,2012-04,1,not,4
kaa,2012-05,5,not,5
kaa,2012-06,5,not,5
kaa,2012-07,5,not,5
kaa,2012-08,5,not,7
kaa,2012-09,1,not,1
kaa,2012-10,1,not,2
kaa,2012-11,1,not,1
kaa,2012-12,1,not,3
kaa,2013-01,5,not,5
kaa,2013-02,1,not,1
kaa,2013-03,5,not,6
kaa,2013-04,1,not,4
kaa,2013-05,1,not,2
kaa,2013-06,1,not,1
kaa,2013-07,1,not,1
kaa,2013-08,1,not,1
kaa,2013-09,1,not,3
kaa,2013-10,5,not,5
kaa,2013-11,1,not,2
kaa,2014-01,1,not,4
kaa,2014-02,1,not,2
kaa,2014-03,1,not,2
kaa,2014-04,1,not,2
kaa,2014-05,5,not,6
kaa,2014-06,1,not,1
kaa,2014-07,1,not,1
kaa,2014-08,1,not,4
kaa,2014-09,1,not,3
kaa,2014-10,5,not,9
kaa,2014-11,5,not,6
kaa,2014-12,1,not,3
kaa,2015-01,5,not,8
kaa,2015-02,5,not,5
kaa,2015-03,5,not,8
kaa,2015-04,1,not,2
kaa,2015-05,5,not,6
kaa,2015-06,5,not,5
kaa,2015-07,5,not,8
kaa,2015-08,1,not,3
kaa,2015-09,1,not,3
kaa,2015-10,1,not,4
kaa,2015-11,5,not,5
kaa,2015-12,5,not,5
kaa,2016-01,1,not,4
kaa,2016-02,1,not,1
kaa,2016-03,1,not,3
kaa,2016-04,5,not,6
kaa,2016-05,1,not,4
kaa,2016-06,1,not,4
kaa,2016-07,5,not,5
kaa,2016-08,5,not,6
kaa,2016-09,1,not,1
kaa,2016-11,1,not,1
kaa,2016-12,1,not,4
kaa,2017-01,1,not,3
kaa,2017-02,5,not,9
kaa,2017-03,1,not,1
kaa,2017-04,1,not,2
kaa,2017-05,1,not,1
kaa,2017-06,1,not,1
kaa,2017-07,1,not,3
kaa,2017-08,1,not,1
kaa,2017-09,1,not,1
kaa,2017-10,1,not,2
kaa,2017-11,1,not,2
kaa,2017-12,1,not,2
kaa,2018-01,5,not,5
kaa,2018-02,1,not,2
kaa,2018-03,5,not,6
kaa,2018-04,1,not,1
kaa,2018-06,1,not,4
kaa,2018-10,1,not,1
kaa,2018-11,1,not,1
kaa,2018-12,1,not,4
kaa,2019-01,1,not,1
kaa,2019-02,1,not,2
kaa,2019-03,1,not,2
kaa,2019-04,1,not,3
kaa,2019-05,5,not,6
kaa,2019-06,1,not,2
kaa,2019-07,5,not,5
kaa,2019-09,1,not,2
kaa,2019-10,1,not,3
kaa,2019-11,1,not,3
kaa,2019-12,5,not,6
kaa,2020-01,1,not,4
kaa,2020-02,1,not,2
kaa,2020-03,1,not,4
kaa,2020-04,1,not,2
kaa,2020-05,5,not,6
kaa,2020-06,5,not,8
kaa,2020-07,1,not,3
kaa,2020-08,1,not,1
kaa,2020-09,1,not,4
kaa,2020-10,5,not,7
kaa,2020-11,1,not,2
kaa,2020-12,1,not,1
kaa,2021-01,5,not,5
kaa,2021-02,1,not,2
kaa,2021-03,5,not,5
kaa,2021-04,1,not,4
kaa,2021-06,1,not,1
kaa,2021-07,1,not,2
kaa,2021-08,1,not,3
kab,2007-05,10,highest_peak,16
kab,2007-06,10,not,12
kab,2007-07,10,not,12
kab,2007-08,5,not,5
kab,2007-09,5,not,5
kab,2007-10,10,not,12
kab,2007-11,1,not,2
kab,2007-12,5,not,8
kab,2008-01,5,not,6
kab,2008-02,1,not,3
kab,2008-03,1,not,3
kab,2008-04,1,not,2
kab,2008-05,1,not,3
kab,2008-06,5,not,7
kab,2008-07,5,not,6
kab,2008-08,5,not,6
kab,2008-09,10,not,14
kab,2008-10,10,not,10
kab,2008-11,5,not,8
kab,2008-12,5,not,7
kab,2009-01,5,not,5
kab,2009-02,5,not,7
kab,2009-03,5,not,8
kab,2009-04,1,not,4
kab,2009-05,1,not,3
kab,2009-06,1,not,1
kab,2009-07,1,not,2
kab,2009-08,5,not,9
kab,2009-09,5,not,6
kab,2009-10,1,not,2
kab,2009-11,1,not,4
kab,2009-12,1,not,4
kab,2010-01,1,not,4
kab,2010-02,5,not,6
kab,2010-03,1,not,3
kab,2010-04,5,not,6
kab,2010-05,1,not,4
kab,2010-06,5,not,7
kab,2010-07,1,not,2
kab,2010-08,5,not,7
kab,2010-09,5,not,6
kab,2010-10,1,not,3
kab,2010-11,1,not,3
kab,2010-12,1,not,1
kab,2011-01,1,not,3
kab,2011-02,1,not,3
kab,2011-03,1,not,3
kab,2011-04,5,not,6
kab,2011-05,10,not,11
kab,2011-06,5,not,5
kab,2011-07,5,not,5
kab,2011-08,1,not,3
kab,2011-09,1,not,3
kab,2011-10,5,not,5
kab,2011-11,1,not,3
kab,2011-12,1,not,3
kab,2012-01,1,not,4
kab,2012-02,5,not,5
kab,2012-03,5,not,9
kab,2012-04,1,not,3
kab,2012-05,5,not,9
kab,2012-06,5,not,6
kab,2012-07,5,not,6
kab,2012-08,5,not,9
kab,2012-09,5,not,7
kab,2012-10,5,not,7
kab,2012-11,5,not,8
kab,2012-12,5,not,6
